Gene,IG Score Before Training,IG Score After Training,Difference
CASC18,0.26894143,0.26894143,0.0
RAD9B,0.26894143,0.26894143,0.0
FAM216A,0.25366205,0.25366205,0.0
TBX5-AS1,0.26894143,0.26894143,0.0
DAO,0.26894143,0.26894143,0.0
MIR619,0.26894143,0.26894143,0.0
MIR4496,0.26894143,0.26894143,0.0
LINC01498,0.26894143,0.26894143,0.0
FICD,0.26076752,0.26076752,0.0
LINC01486,0.26894143,0.26894143,0.0
FOXN4,0.26894143,0.26894143,0.0
KCCAT198,0.26894143,0.26894143,0.0
MIR409,0.26894143,0.26894143,0.0
LOC414300,0.26894143,0.26894143,0.0
LOC728739,0.26894143,0.26894143,0.0
ASCL4,0.26889506,0.26889506,0.0
LOC100505978,0.26894143,0.26894143,0.0
TCP11L2,0.26483607,0.26483607,0.0
MIR3922,0.26894143,0.26894143,0.0
EID3,0.2830378,0.2830378,0.0
GLT8D2,0.27075493,0.27075493,0.0
ALDH1L2,0.26973253,0.26973253,0.0
MIR541,0.26894143,0.26894143,0.0
MIR377,0.26894143,0.26894143,0.0
LINC00239,0.26894143,0.26894143,0.0
MIR1247,0.26894143,0.26894143,0.0
SNORA28,0.26894143,0.26894143,0.0
LOC105378183,0.26894143,0.26894143,0.0
LINC00605,0.26894143,0.26894143,0.0
KIF26A,0.26918548,0.26918548,0.0
APOPT1,0.268876,0.268876,0.0
MIR203A,0.26894143,0.26894143,0.0
RD3L,0.26894143,0.26894143,0.0
USP30-AS1,0.26888102,0.26888102,0.0
EXOC3L4,0.26912764,0.26912764,0.0
LOC107984640,0.26894143,0.26894143,0.0
LINC00677,0.26894143,0.26894143,0.0
AMN,0.24077979,0.24077979,0.0
MIR4309,0.26894143,0.26894143,0.0
MIR203B,0.26894143,0.26894143,0.0
B3GNT4,0.26108733,0.26108733,0.0
IL31,0.26894143,0.26894143,0.0
LOC100507091,0.26894143,0.26894143,0.0
MIR4700,0.26894143,0.26894143,0.0
MIR7106,0.26894143,0.26894143,0.0
CFAP73,0.26894143,0.26894143,0.0
DTX1,0.2691495,0.2691495,0.0
MIR1302-1,0.26894143,0.26894143,0.0
HRK,0.26913962,0.26913962,0.0
LHX5,0.26894143,0.26894143,0.0
RNU4-1,0.26894143,0.26894143,0.0
RNU4-2,0.26894143,0.26894143,0.0
PXN-AS1,0.26922095,0.26922095,0.0
CABP1,0.26986483,0.26986483,0.0
MSI1,0.262093,0.262093,0.0
HNF1A-AS1,0.26898062,0.26898062,0.0
XLOC_009911,0.26894143,0.26894143,0.0
LHX5-AS1,0.26894143,0.26894143,0.0
MIR299,0.26894143,0.26894143,0.0
MIR411,0.26894143,0.26894143,0.0
MIR379,0.26894143,0.26894143,0.0
SNORD114-31,0.26894143,0.26894143,0.0
SNORD114-30,0.26894143,0.26894143,0.0
SNORD114-29,0.26894143,0.26894143,0.0
MIR4304,0.26894143,0.26894143,0.0
SNORD114-27,0.26894143,0.26894143,0.0
CLIP1-AS1,0.26894143,0.26894143,0.0
SNORD114-25,0.26894143,0.26894143,0.0
SNORD114-24,0.26894143,0.26894143,0.0
SNORD114-23,0.26894143,0.26894143,0.0
SNORD114-22,0.26894143,0.26894143,0.0
SNORD114-21,0.26894143,0.26894143,0.0
HPD,0.26894143,0.26894143,0.0
HCAR2,0.26904538,0.26904538,0.0
HCAR3,0.26894143,0.26894143,0.0
SNORD114-26,0.26894143,0.26894143,0.0
MIR134,0.26894143,0.26894143,0.0
MIR382,0.26894143,0.26894143,0.0
MIR487A,0.26894143,0.26894143,0.0
MEG9,0.26894143,0.26894143,0.0
MIR656,0.26894143,0.26894143,0.0
MIR889,0.26894143,0.26894143,0.0
MIR539,0.26894143,0.26894143,0.0
MIR487B,0.26894143,0.26894143,0.0
MIR495,0.26894143,0.26894143,0.0
MIR381HG,0.26894143,0.26894143,0.0
MIR1185-2,0.26894143,0.26894143,0.0
MIR496,0.26894143,0.26894143,0.0
MIR154,0.26894143,0.26894143,0.0
TBX5,0.26894143,0.26894143,0.0
LOC105370014,0.26894143,0.26894143,0.0
TESC-AS1,0.26894143,0.26894143,0.0
LOC100506551,0.26894143,0.26894143,0.0
MIR381,0.26894143,0.26894143,0.0
MIR4498,0.26894143,0.26894143,0.0
MIR1178,0.26894143,0.26894143,0.0
TMEM233,0.26882496,0.26882496,0.0
LINC00934,0.26894143,0.26894143,0.0
LOC105370024,0.26894143,0.26894143,0.0
LOC105370016,0.26894143,0.26894143,0.0
SIRT4,0.26894143,0.26894143,0.0
MIR1197,0.26894143,0.26894143,0.0
MIR668,0.26894143,0.26894143,0.0
MIR300,0.26894143,0.26894143,0.0
MIR376A1,0.26894143,0.26894143,0.0
MIR376B,0.26894143,0.26894143,0.0
MIR654,0.26894143,0.26894143,0.0
MIR376A2,0.26894143,0.26894143,0.0
MIR376C,0.26894143,0.26894143,0.0
MIR323B,0.26894143,0.26894143,0.0
MIR485,0.26894143,0.26894143,0.0
MIR1185-1,0.26894143,0.26894143,0.0
LINC00642,0.26894143,0.26894143,0.0
FOXN3-AS2,0.26894143,0.26894143,0.0
GPR68,0.2690999,0.2690999,0.0
SNORA11B,0.26894143,0.26894143,0.0
C14orf159,0.26894143,0.26894143,0.0
MINOS1P1,0.26894143,0.26894143,0.0
N4BP2L1,0.25899673,0.25899673,0.0
SLC46A3,0.26949027,0.26949027,0.0
FRY-AS1,0.26894143,0.26894143,0.0
RXFP2,0.26894143,0.26894143,0.0
C1QTNF9B-AS1,0.26894143,0.26894143,0.0
LINC00327,0.2688797,0.2688797,0.0
SACS-AS1,0.26894143,0.26894143,0.0
MEDAG,0.26894143,0.26894143,0.0
TEX26-AS1,0.26894143,0.26894143,0.0
LINC00545,0.26894143,0.26894143,0.0
ZAR1L,0.26894143,0.26894143,0.0
OR7E37P,0.26894143,0.26894143,0.0
SPG20-AS1,0.26894143,0.26894143,0.0
CCDC169,0.2688819,0.2688819,0.0
LINC00445,0.26894143,0.26894143,0.0
STOML3,0.26894143,0.26894143,0.0
LINC00366,0.26894143,0.26894143,0.0
LINC00547,0.26894143,0.26894143,0.0
LINC01048,0.26894143,0.26894143,0.0
LOC105370619,0.26894143,0.26894143,0.0
LOC105370622,0.26894143,0.26894143,0.0
PRIMA1,0.26937586,0.26937586,0.0
COX8C,0.26894143,0.26894143,0.0
ITPK1-AS1,0.26894143,0.26894143,0.0
LOC101929002,0.26894143,0.26894143,0.0
SMAD9,0.26006123,0.26006123,0.0
RFXAP,0.26087147,0.26087147,0.0
SERTM1,0.26894143,0.26894143,0.0
CSNK1A1L,0.26894143,0.26894143,0.0
ATP5EP2,0.26894143,0.26894143,0.0
USP12-AS2,0.26894143,0.26894143,0.0
RASA3,0.27183893,0.27183893,0.0
LINC00452,0.26894143,0.26894143,0.0
TMEM255B,0.27038905,0.27038905,0.0
LINC00350,0.26894143,0.26894143,0.0
LINC00421,0.26894143,0.26894143,0.0
TUBA3C,0.26983133,0.26983133,0.0
LINC00398,0.26894143,0.26894143,0.0
PABPC3,0.26892048,0.26892048,0.0
TPTE2P1,0.26894143,0.26894143,0.0
RASL11A,0.26315594,0.26315594,0.0
SNORA27,0.26894143,0.26894143,0.0
SNORD102,0.26894143,0.26894143,0.0
LINC00412,0.26894143,0.26894143,0.0
C1QTNF9,0.26894143,0.26894143,0.0
SPATA13-AS1,0.26894143,0.26894143,0.0
LINC00463,0.26894143,0.26894143,0.0
LINC01058,0.26894143,0.26894143,0.0
LINC00426,0.26894143,0.26894143,0.0
MAB21L1,0.26894143,0.26894143,0.0
STARD13-AS,0.26887736,0.26887736,0.0
PDX1,0.26894143,0.26894143,0.0
GSX1,0.26894143,0.26894143,0.0
LINC00384,0.26894143,0.26894143,0.0
LINC00365,0.26894143,0.26894143,0.0
LINC00543,0.26894143,0.26894143,0.0
LINC00572,0.26894143,0.26894143,0.0
LOC102723345,0.26894143,0.26894143,0.0
MTUS2-AS1,0.26894143,0.26894143,0.0
MTRF1,0.27556297,0.27556297,0.0
MIR3168,0.26894143,0.26894143,0.0
PAN3-AS1,0.26894143,0.26894143,0.0
URAD,0.26660684,0.26660684,0.0
CDX2,0.20492028,0.20492028,0.0
LINC00544,0.26894143,0.26894143,0.0
LOC105370203,0.26894143,0.26894143,0.0
MLNR,0.26894143,0.26894143,0.0
CYSLTR2,0.26894143,0.26894143,0.0
LINC00462,0.26894143,0.26894143,0.0
