Gene,IG Score Before Training,IG Score After Training,change
ALDH5A1,0.2689414322376251,0.0002408664440736,0.2687005657935515
KIAA0319,0.2689414322376251,0.0002494498039595,0.2686919824336656
CARMIL1,0.2689414322376251,0.0002403704565949,0.2687010617810302
SCGN,0.2689414322376251,0.0002419431693851,0.26869948906824004
SLC17A1,0.2689414322376251,0.0002422580000711,0.268699174237554
BTN2A1,0.2689414322376251,0.0002380988298682,0.26870333340775693
LOC285819,0.2689414322376251,0.2689414322376251,0.0
LINC00240,0.2689414322376251,0.2689414322376251,0.0
ZNF391,0.2689414322376251,0.0002408370492048,0.2687005951884203
ZBED9,0.2689414322376251,0.0002406791172688,0.2687007531203563
ZSCAN23,0.2689414322376251,0.0002414327609585,0.2686999994766666
LOC101929006,0.2689414322376251,0.2689414322376251,0.0
TRIM40,0.2689414322376251,0.0002423959522275,0.2686990362853976
GABBR1,0.2689414322376251,0.0002244643110316,0.2687169679265935
ZNRD1ASP,0.2689414322376251,0.2689414322376251,0.0
HCG17,0.2689414322376251,0.2689414322376251,0.0
DHX16,0.2689414322376251,0.0002406256680842,0.26870080656954093
LST1,0.2689414322376251,0.0002398276701569,0.2687016045674682
LY6G6C,0.2689414322376251,0.0002418698131805,0.26869956242444465
LOC101929163,0.2689414322376251,0.2689414322376251,0.0
RGL2,0.2689414322376251,0.0002935798838734,0.2686478523537517
SYNGAP1,0.2689414322376251,0.0002352867595618,0.2687061454780633
LOC100294145,0.2689414322376251,0.2689414322376251,0.0
ITPR3,0.2689414322376251,0.0002302323846379,0.26871119985298725
PACSIN1,0.2689414322376251,0.0002429232263239,0.2686985090113012
GRM4,0.2689414322376251,0.0002419539960101,0.268699478241615
NUDT3,0.2689414322376251,0.0002445967984385,0.2686968354391866
RPS10-NUDT3,0.2689414322376251,0.2689414322376251,0.0
PPARD,0.2689414322376251,0.0002386811684118,0.2687027510692133
UHRF1BP1,0.2689414322376251,0.0002410093438811,0.268700422893744
ANKS1A,0.2689414322376251,0.0002367255074204,0.26870470673020475
TCP11,0.2689414322376251,0.0002431472967145,0.26869828494091064
PNPLA1,0.2689414322376251,0.0002425117709208,0.26869892046670435
MAPK14,0.2689414322376251,0.0002379438374191,0.268703488400206
SRPK1,0.2689414322376251,0.0002235197025584,0.2687179125350667
PXT1,0.2689414322376251,0.0002413802576484,0.2687000519799767
CLPSL1,0.2689414322376251,0.0002427752770017,0.2686986569606234
CPNE5,0.2689414322376251,0.0002419687807559,0.26869946345686924
PI16,0.2689414322376251,0.0002444224373903,0.2686970098002348
TMEM217,0.2689414322376251,0.0002427454019198,0.2686986868357053
RNF8,0.2689414322376251,0.0002339080092497,0.2687075242283754
CCDC167,0.2689414322376251,0.0002351414295844,0.2687062908080407
ZFAND3,0.2689414322376251,0.0002783877134788,0.2686630445241463
BTBD9,0.2689414322376251,0.0002380720688961,0.26870336016872903
GLP1R,0.2689414322376251,0.0002426745923003,0.2686987576453248
LOC100131047,0.2689414322376251,0.2689414322376251,0.0
KCNK5,0.2689414322376251,0.0002413089241599,0.2687001233134652
KCNK16,0.2689414322376251,0.0002421266253804,0.2686993056122447
KIF6,0.2689414322376251,0.000242214591708,0.26869921764591714
LRFN2,0.2689414322376251,0.0002411079331068,0.26870032430451835
FOXP4,0.2689414322376251,0.0002385151165071,0.26870291712111805
USP49,0.2689414322376251,0.0002409833687124,0.2687004488689127
TRERF1,0.2689414322376251,0.0002400802477495,0.2687013519898756
GLTSCR1L,0.2689414322376251,0.2689414322376251,0.0
TAF8,0.2689414322376251,0.0002586310147307,0.2686828012228944
UBR2,0.2689414322376251,0.0002399939694441,0.26870143826818105
YIPF3,0.2689414322376251,0.0002322114451089,0.26870922079251625
PTK7,0.2689414322376251,0.0002982486330438,0.26864318360458134
RSPH9,0.2689414322376251,0.0002414559858152,0.2686999762518099
VEGFA,0.2689414322376251,1.8301341697224416e-05,0.2689231308959279
LINC01512,0.2689414322376251,0.2689414322376251,0.0
TTBK1,0.2689414322376251,0.0002984838793054,0.2686429483583197
CAPN11,0.2689414322376251,0.0002418025105725,0.26869962972705264
AARS2,0.2689414322376251,0.0002416768693365,0.2686997553682886
CDC5L,0.2689414322376251,0.0002331154100829,0.2687083168275422
RUNX2,0.2689414322376251,0.0002903584390878,0.2686510737985373
CLIC5,0.2689414322376251,0.000244674476562,0.2686967577610631
SLC25A27,0.2689414322376251,0.0002411964524071,0.268700235785218
ADGRF5,0.2689414322376251,0.0002419911616016,0.2686994410760235
RCAN2,0.2689414322376251,0.0002391816669842,0.2687022505706409
LOC101926898,0.2689414322376251,0.2689414322376251,0.0
CD2AP,0.2689414322376251,0.0002275765145896,0.2687138557230355
PTCHD4,0.2689414322376251,0.0002432843466522,0.2686981478909729
ADGRF4,0.2689414322376251,0.0002430385939078,0.26869839364371734
TFAP2D,0.2689414322376251,0.0002417494688415,0.26869968276878364
PKHD1,0.2689414322376251,0.000242200505454,0.26869923173217114
ELOVL5,0.2689414322376251,0.0002365856344113,0.2687048466032138
TRAM2,0.2689414322376251,0.0002405440027359,0.26870088823488925
FBXO9,0.2689414322376251,0.0002356632612645,0.2687057689763606
MLIP,0.2689414322376251,0.0002422210673103,0.2686992111703148
LRRC1,0.2689414322376251,0.000240315683186,0.2687011165544391
MLIP-IT1,0.2689414322376251,0.2689414322376251,0.0
HCRTR2,0.2689414322376251,0.0002411838067928,0.26870024843083234
FAM83B,0.2689414322376251,0.0002366950648138,0.26870473717281135
COL21A1,0.2689414322376251,0.0002422231336822,0.2686992091039429
BMP5,0.2689414322376251,0.0002427715662634,0.2686986606713617
BEND6,0.2689414322376251,0.0002404745173407,0.2687009577202844
ZNF451,0.2689414322376251,0.0002348705165786,0.2687065617210465
LOC101927211,0.2689414322376251,0.2689414322376251,0.0
PRIM2,0.2689414322376251,0.0002379356883466,0.2687034965492785
GUSBP4,0.2689414322376251,0.2689414322376251,0.0
LINC00680-GUSBP4,0.2689414322376251,0.2689414322376251,0.0
LGSN,0.2689414322376251,0.0002430664026178,0.26869836583500734
PHF3,0.2689414322376251,0.0002316539466846,0.2687097782909405
LOC101928280,0.2689414322376251,0.2689414322376251,0.0
COL19A1,0.2689414322376251,0.0002426623395876,0.26869876989803754
LMBRD1,0.2689414322376251,0.0003030150255654,0.2686384172120597
FAM135A,0.2689414322376251,0.0002411844907328,0.26870024774689233
SMAP1,0.2689414322376251,0.0002389127184869,0.2687025195191382
B3GAT2,0.2689414322376251,0.0002423460391582,0.26869908619846694
LINC01626,0.2689414322376251,0.2689414322376251,0.0
KCNQ5,0.2689414322376251,0.0002415177004877,0.26869991453713743
KCNQ5-AS1,0.2689414322376251,0.2689414322376251,0.0
KHDC1,0.2689414322376251,0.0002418331423541,0.268699599095271
CD109,0.2689414322376251,0.0002151872904505,0.2687262449471746
FILIP1,0.2689414322376251,0.0002402893442194,0.26870114289340574
COL12A1,0.2689414322376251,0.0002414023620076,0.26870002987561753
MYO6,0.2689414322376251,0.0002348020207136,0.26870663021691155
SENP6,0.2689414322376251,0.0002791382721625,0.2686622939654626
IMPG1,0.2689414322376251,0.0002424548874842,0.2686989773501409
HTR1B,0.2689414322376251,0.2689414322376251,0.0
MEI4,0.2689414322376251,0.0002433576592011,0.26869807457842404
PHIP,0.2689414322376251,0.0002512464416213,0.26869018579600384
BCKDHB,0.2689414322376251,0.0002895843645092,0.2686518478731159
IBTK,0.2689414322376251,0.000244790688157,0.2686966415494681
UBE3D,0.2689414322376251,0.0002403099497314,0.2687011222878937
DOPEY1,0.2689414322376251,0.2689414322376251,0.0
ME1,0.2689414322376251,1.7277003280469216e-05,0.26892415523434465
SNAP91,0.2689414322376251,0.0002428187872283,0.2686986134503968
CEP162,0.2689414322376251,0.0002410235756542,0.2687004086619709
NT5E,0.2689414322376251,0.0002431778993923,0.2686982543382328
SNX14,0.2689414322376251,0.0002421358512947,0.26869929638633044
GJB7,0.2689414322376251,0.0002412304893368,0.26870020174828835
ZNF292,0.2689414322376251,0.00022765986796,0.26871377236966515
CFAP206,0.2689414322376251,0.0002425191778456,0.2686989130597795
RARS2,0.2689414322376251,0.000243364367634,0.2686980678699911
LOC101928911,0.2689414322376251,0.2689414322376251,0.0
AKIRIN2,0.2689414322376251,0.0002380652585998,0.2687033669790253
RNGTT,0.2689414322376251,0.0002371016307733,0.26870433060685184
RRAGD,0.2689414322376251,0.0002403988619334,0.26870103337569173
GABRR2,0.2689414322376251,0.0002427278232062,0.2686987044144189
ANKRD6,0.2689414322376251,0.000242778492975,0.26869865374465013
LOC101929057,0.2689414322376251,0.2689414322376251,0.0
MDN1,0.2689414322376251,0.000238747394178,0.2687026848434471
MAP3K7,0.2689414322376251,0.0002315166057087,0.26870991563191643
TSG1,0.2689414322376251,0.2689414322376251,0.0
FUT9,0.2689414322376251,0.0002408237342024,0.2687006085034227
KLHL32,0.2689414322376251,0.0002416814822936,0.26869975075533153
FHL5,0.2689414322376251,0.0002425110724288,0.26869892116519634
MMS22L,0.2689414322376251,0.0002383991377428,0.2687030330998823
USP45,0.2689414322376251,0.0002388792199781,0.268702553017647
MCHR2-AS1,0.2689414322376251,0.2689414322376251,0.0
SIM1,0.2689414322376251,0.0002426405699225,0.2686987916677026
LIN28B,0.2689414322376251,0.0002423568803351,0.26869907535729004
BVES,0.2689414322376251,0.0002411299938103,0.2687003022438148
PREP,0.2689414322376251,0.0002397019416093,0.2687017302960158
ATG5,0.2689414322376251,0.0002337154146516,0.2687077168229735
AIM1,0.2689414322376251,0.2689414322376251,0.0
SOBP,0.2689414322376251,0.0002398631186224,0.2687015691190027
BEND3,0.2689414322376251,0.0002564175520092,0.2686850146856159
PDSS2,0.2689414322376251,0.0002391784655628,0.2687022537720623
SCML4,0.2689414322376251,0.0002450407773721,0.26869639146025304
SEC63,0.2689414322376251,0.0002348103007534,0.2687066219368717
LACE1,0.2689414322376251,0.2689414322376251,0.0
FOXO3,0.2689414322376251,0.0002412231260677,0.2687002091115574
ARMC2,0.2689414322376251,0.0002452878397889,0.26869614439783623
ARMC2-AS1,0.2689414322376251,0.2689414322376251,0.0
MICAL1,0.2689414322376251,0.000242817637627,0.2686986145999981
AK9,0.2689414322376251,0.0002462917764205,0.26869514046120463
FIG4,0.2689414322376251,0.0002451017790008,0.26869633045862434
CDK19,0.2689414322376251,0.0002414852351648,0.2686999470024603
CDC40,0.2689414322376251,0.000238493506913,0.2687029387307121
AMD1,0.2689414322376251,0.0002398960496066,0.2687015361880185
RPF2,0.2689414322376251,0.0002398320211796,0.2687016002164455
WISP3,0.2689414322376251,0.2689414322376251,0.0
REV3L,0.2689414322376251,0.000238913387875,0.2687025188497501
TRAF3IP2-AS1,0.2689414322376251,0.2689414322376251,0.0
FYN,0.2689414322376251,0.0002428143925499,0.2686986178450752
LOC101927686,0.2689414322376251,0.2689414322376251,0.0
FRK,0.2689414322376251,0.0002334672899451,0.26870796494768
NT5DC1,0.2689414322376251,0.0002401141391601,0.26870131809846504
TRAPPC3L,0.2689414322376251,0.0002453311171848,0.26869610112044034
FAM26E,0.2689414322376251,0.2689414322376251,0.0
ZUFSP,0.2689414322376251,0.2689414322376251,0.0
RFX6,0.2689414322376251,0.0002422503894194,0.26869918184820574
ROS1,0.2689414322376251,0.0002441852993797,0.2686972469382454
GOPC,0.2689414322376251,0.0002360477956244,0.2687053844420007
NUS1,0.2689414322376251,0.0002386625128565,0.26870276972476864
SLC35F1,0.2689414322376251,0.0002429739543003,0.26869845828332484
FAM184A,0.2689414322376251,0.0003019356227014,0.2686394966149237
MAN1A1,0.2689414322376251,0.0002405646519036,0.26870086758572154
MCM9,0.2689414322376251,0.0002389958972344,0.2687024363403907
LOC105377975,0.2689414322376251,0.2689414322376251,0.0
TBC1D32,0.2689414322376251,0.0002495547232683,0.2686918775143568
HSF2,0.2689414322376251,0.0002409094013273,0.2687005228362978
TRDN,0.2689414322376251,0.0002423393307253,0.2686990929068998
HRAT13,0.2689414322376251,0.2689414322376251,0.0
RNF217-AS1,0.2689414322376251,0.2689414322376251,0.0
RNF217,0.2689414322376251,0.0002346312539884,0.2687068009836367
TPD52L1,0.2689414322376251,0.0002362610393902,0.26870517119823495
LOC643623,0.2689414322376251,0.2689414322376251,0.0
HINT3,0.2689414322376251,0.0002412445173831,0.268700187720242
CENPW,0.2689414322376251,0.0002393566392129,0.26870207559841225
THEMIS,0.2689414322376251,0.0002376978372922,0.2687037344003329
RSPO3,0.2689414322376251,0.0002435900387354,0.2686978421988897
RNF146,0.2689414322376251,0.000239679342485,0.26870175289514014
PTPRK,0.2689414322376251,0.0002282510395161,0.268713181198109
LOC101928140,0.2689414322376251,0.2689414322376251,0.0
ARHGAP18,0.2689414322376251,0.0002417858922854,0.2686996463453397
EPB41L2,0.2689414322376251,0.0002355309406993,0.26870590129692584
SAMD3,0.2689414322376251,0.000243203860009,0.26869822837761614
TMEM200A,0.2689414322376251,0.0002420691598672,0.26869936307775794
ENPP1,0.2689414322376251,0.000242087393417,0.2686993448442081
AKAP7,0.2689414322376251,0.0002411123132333,0.2687003199243918
MED23,0.2689414322376251,0.0002428007428534,0.26869863149477174
ENPP3,0.2689414322376251,0.0002426611899863,0.26869877104763884
MOXD1,0.2689414322376251,0.0002398059586994,0.26870162627892574
SLC18B1,0.2689414322376251,0.0002426387363811,0.26869879350124404
EYA4,0.2689414322376251,0.0002436367212794,0.2686977955163457
TARID,0.2689414322376251,0.2689414322376251,0.0
LINC01312,0.2689414322376251,0.2689414322376251,0.0
TBPL1,0.2689414322376251,0.0002400978992227,0.26870133433840243
HBS1L,0.2689414322376251,1.723890454741195e-05,0.2689241933330777
LINC01010,0.2689414322376251,0.2689414322376251,0.0
AHI1,0.2689414322376251,0.0002407018328085,0.2687007304048166
LINC00271,0.2689414322376251,0.2689414322376251,0.0
PDE7B,0.2689414322376251,0.0002431811299175,0.2686982511077076
MAP7,0.2689414322376251,0.0002299581537954,0.2687114740838297
MAP3K5,0.2689414322376251,0.0002342753869015,0.2687071568507236
PEX7,0.2689414322376251,0.0002423806872684,0.2686990515503567
ARFGEF3,0.2689414322376251,0.0002401136880507,0.2687013185495744
ECT2L,0.2689414322376251,0.0002415409690001,0.26869989126862504
NHSL1,0.2689414322376251,0.0002324378147022,0.2687089944229229
REPS1,0.2689414322376251,0.0002280082990182,0.2687134239386069
LOC100132735,0.2689414322376251,0.2689414322376251,0.0
LOC100507477,0.2689414322376251,0.2689414322376251,0.0
LOC103352541,0.2689414322376251,0.2689414322376251,0.0
NMBR,0.2689414322376251,0.0002419512456981,0.26869948099192703
VTA1,0.2689414322376251,0.0002412240573903,0.2687002081802348
ADGRG6,0.2689414322376251,0.0002415798808215,0.2686998523568036
AIG1,0.2689414322376251,0.0002387314743828,0.2687027007632423
HIVEP2,0.2689414322376251,0.0002404642145847,0.26870096802304044
LINC01277,0.2689414322376251,0.2689414322376251,0.0
STX11,0.2689414322376251,0.0002436048962408,0.2686978273413843
PLAGL1,0.2689414322376251,0.000239862667513,0.2687015695701121
ZC2HC1B,0.2689414322376251,0.0002427347644697,0.26869869747315545
GRM1,0.2689414322376251,0.0002434309863019,0.2686980012513232
STXBP5,0.2689414322376251,0.000240704830503,0.26870072740712214
STXBP5-AS1,0.2689414322376251,0.2689414322376251,0.0
SASH1,0.2689414322376251,0.0002409450098639,0.26870048722776124
LOC105378047,0.2689414322376251,0.2689414322376251,0.0
TAB2,0.2689414322376251,0.0002419756929157,0.26869945654470945
LATS1,0.2689414322376251,0.0002438651717966,0.26869756706582854
PPP1R14C,0.2689414322376251,0.0002435140922898,0.26869791814533533
PLEKHG1,0.2689414322376251,0.0002428335865261,0.268698598651099
AKAP12,0.2689414322376251,0.0002368614514125,0.2687045707862126
ZBTB2,0.2689414322376251,0.0002376533957431,0.268703778841882
CCDC170,0.2689414322376251,0.0002432952460367,0.2686981369915884
SYNE1,0.2689414322376251,0.0002401908423053,0.2687012413953198
MYCT1,0.2689414322376251,0.0002417082141619,0.2686997240234632
SCAF8,0.2689414322376251,0.0002621995809022,0.26867923265672294
IPCEF1,0.2689414322376251,0.0002439149247948,0.2686975173128303
NOX3,0.2689414322376251,0.000242992726271,0.26869843951135414
ARID1B,0.2689414322376251,0.0002395258052274,0.2687019064323977
SYNJ2,0.2689414322376251,0.0002416337811155,0.2686997984565096
ZDHHC14,0.2689414322376251,0.0002396334020886,0.2687017988355365
SNX9,0.2689414322376251,0.0002930035989265,0.26864842863869864
TMEM181,0.2689414322376251,0.00023649315699,0.26870493908063514
SYTL3,0.2689414322376251,0.0002417925716144,0.26869963966601074
RSPH3,0.2689414322376251,0.0002365468390053,0.2687048853986198
FNDC1,0.2689414322376251,0.000242925772909,0.2686985064647161
IGF2R,0.2689414322376251,0.0002752300351858,0.2686662022024393
ACAT2,0.2689414322376251,0.0002345122775295,0.2687069199600956
MAS1,0.2689414322376251,0.0002432799228699,0.26869815231475525
LPA,0.2689414322376251,0.2689414322376251,0.0
MAP3K4,0.2689414322376251,0.0002351405419176,0.26870629169570753
AGPAT4,0.2689414322376251,0.0002402130485279,0.26870121918909723
PACRG,0.2689414322376251,0.0002405153500149,0.2687009168876102
PACRG-AS2,0.2689414322376251,0.2689414322376251,0.0
PACRG-AS3,0.2689414322376251,0.2689414322376251,0.0
PACRG-AS1,0.2689414322376251,0.2689414322376251,0.0
PDE10A,0.2689414322376251,0.0002413383917883,0.2687000938458368
C6orf118,0.2689414322376251,0.0002584320900496,0.2686830001475755
LINC00473,0.2689414322376251,0.2689414322376251,0.0
SFT2D1,0.2689414322376251,0.0002416637580608,0.26869976847956434
RPS6KA2-IT1,0.2689414322376251,0.2689414322376251,0.0
CCR6,0.2689414322376251,0.0002425339625915,0.2686988982750336
TCP10,0.2689414322376251,0.2689414322376251,0.0
DACT2,0.2689414322376251,0.0002424308477202,0.26869900138990493
SMOC2,0.2689414322376251,0.0002911468036472,0.2686502854339779
AFDN,0.2689414322376251,0.0002345561224501,0.268706876115175
KIF25,0.2689414322376251,0.0002430202875984,0.26869841195002675
LOC105378146,0.2689414322376251,0.2689414322376251,0.0
LOC101929523,0.2689414322376251,0.2689414322376251,0.0
WDR27,0.2689414322376251,0.0002324333763681,0.26870899886125704
LOC154449,0.2689414322376251,0.2689414322376251,0.0
FAM120B,0.2689414322376251,0.0002364318352192,0.2687050004024059
LINC00266-3,0.2689414322376251,0.2689414322376251,0.0
LOC285766,0.2689414322376251,0.2689414322376251,0.0
DUSP22,0.2689414322376251,0.0002439346862956,0.26869749755132954
HUS1B,0.2689414322376251,0.0002412088942946,0.26870022334333055
LOC101927691,0.2689414322376251,0.2689414322376251,0.0
FOXQ1,0.2689414322376251,0.0002396758791292,0.2687017563584959
FOXF2,0.2689414322376251,0.0002413156180409,0.2687001166195842
MIR6720,0.2689414322376251,0.2689414322376251,0.0
FOXCUT,0.2689414322376251,0.2689414322376251,0.0
FOXC1,0.2689414322376251,0.0002853018813766,0.2686561303562485
LINC01600,0.2689414322376251,0.2689414322376251,0.0
MYLK4,0.2689414322376251,0.0002427530562272,0.26869867918139795
WRNIP1,0.2689414322376251,0.000235615632846,0.2687058166047791
SERPINB1,0.2689414322376251,0.0002668490633368,0.26867458317428833
MIR4645,0.2689414322376251,0.2689414322376251,0.0
SERPINB9P1,0.2689414322376251,0.2689414322376251,0.0
LOC101927730,0.2689414322376251,0.2689414322376251,0.0
SERPINB9,0.2689414322376251,0.0003063864714931,0.268635045766132
SERPINB6,0.2689414322376251,0.0002428148436592,0.26869861739396594
LINC01011,0.2689414322376251,0.2689414322376251,0.0
HTATSF1P2,0.2689414322376251,0.2689414322376251,0.0
LOC101927759,0.2689414322376251,0.2689414322376251,0.0
RIPK1,0.2689414322376251,0.0002358849160373,0.2687055473215878
TUBB2B,0.2689414322376251,0.0002934033400379,0.2686480288975872
TUBB2A,0.2689414322376251,0.00023957445228,0.2687018577853451
LOC100507194,0.2689414322376251,0.2689414322376251,0.0
PSMG4,0.2689414322376251,0.0002415490307612,0.26869988320686394
PXDC1,0.2689414322376251,0.000242059235461,0.2686993730021641
FAM50B,0.2689414322376251,0.0002399614895693,0.26870147074805584
FAM217A,0.2689414322376251,0.0002415034250589,0.2686999288125662
C6orf201,0.2689414322376251,0.0002424315316602,0.2686990007059649
ECI2,0.2689414322376251,0.0002363513776799,0.2687050808599452
LOC100507506,0.2689414322376251,0.2689414322376251,0.0
LOC102724096,0.2689414322376251,0.2689414322376251,0.0
KU-MEL-3,0.2689414322376251,0.2689414322376251,0.0
PPP1R3G,0.2689414322376251,0.0002422947436571,0.268699137493968
RPP40,0.2689414322376251,0.0002403298858553,0.2687011023517698
MIR3691,0.2689414322376251,0.2689414322376251,0.0
LOC101927972,0.2689414322376251,0.2689414322376251,0.0
LOC101927950,0.2689414322376251,0.2689414322376251,0.0
NRN1,0.2689414322376251,0.0002332452422706,0.26870818699535454
MIR7853,0.2689414322376251,0.2689414322376251,0.0
MIR5683,0.2689414322376251,0.2689414322376251,0.0
LY86,0.2689414322376251,0.0002435656351735,0.2686978666024516
SSR1,0.2689414322376251,0.0002386825362918,0.26870274970133334
RIOK1,0.2689414322376251,0.000236432737438,0.2687049995001871
DSP,0.2689414322376251,1.6650785255478695e-05,0.26892478145236964
TXNDC5,0.2689414322376251,0.0002869071322493,0.2686545251053758
PIP5K1P1,0.2689414322376251,0.2689414322376251,0.0
EEF1E1,0.2689414322376251,0.0002396553318249,0.2687017769058002
BLOC1S5,0.2689414322376251,0.00023957582016,0.26870185641746513
EEF1E1-BLOC1S5,0.2689414322376251,0.2689414322376251,0.0
SCARNA27,0.2689414322376251,0.2689414322376251,0.0
SLC35B3,0.2689414322376251,0.0002393737522652,0.26870205848535994
HULC,0.2689414322376251,0.2689414322376251,0.0
TFAP2A,0.2689414322376251,0.0002405314007773,0.26870090083684783
TFAP2A-AS1,0.2689414322376251,0.2689414322376251,0.0
LINC00518,0.2689414322376251,0.2689414322376251,0.0
MIR5689HG,0.2689414322376251,0.2689414322376251,0.0
MIR5689,0.2689414322376251,0.2689414322376251,0.0
PAK1IP1,0.2689414322376251,0.0002910757611971,0.26865035647642804
C6orf52,0.2689414322376251,0.0002408563450444,0.26870057589258073
TMEM14C,0.2689414322376251,0.0002350549038965,0.2687063773337286
MAK,0.2689414322376251,0.0002419736119918,0.2686994586256333
LOC101928191,0.2689414322376251,0.2689414322376251,0.0
SYCP2L,0.2689414322376251,0.0002407817228231,0.268700650514802
ERVFRD-1,0.2689414322376251,0.0002423853147774,0.26869904692284774
ELOVL2-AS1,0.2689414322376251,0.2689414322376251,0.0
SMIM13,0.2689414322376251,0.0002383125538472,0.2687031196837779
TMEM170B,0.2689414322376251,0.0002406295825494,0.26870080265507573
ADTRP,0.2689414322376251,0.0002412419853499,0.2687001902522752
LOC101928253,0.2689414322376251,0.2689414322376251,0.0
EDN1,0.2689414322376251,0.0002429911110084,0.2686984411266167
TBC1D7-LOC100130357,0.2689414322376251,0.2689414322376251,0.0
LOC100130357,0.2689414322376251,0.2689414322376251,0.0
TBC1D7,0.2689414322376251,0.0002347366389585,0.2687066955986666
SIRT5,0.2689414322376251,0.0002400376688456,0.2687013945687795
MCUR1,0.2689414322376251,0.0003103763447143,0.2686310558929108
RNF182,0.2689414322376251,0.0002410943707218,0.26870033786690334
CD83,0.2689414322376251,0.0002401647361693,0.26870126750145584
LINC01108,0.2689414322376251,0.2689414322376251,0.0
JARID2-AS1,0.2689414322376251,0.2689414322376251,0.0
MYLIP,0.2689414322376251,0.0002372311864746,0.2687042010511505
MIR4639,0.2689414322376251,0.2689414322376251,0.0
LOC101928433,0.2689414322376251,0.2689414322376251,0.0
STMND1,0.2689414322376251,0.0002430372114758,0.26869839502614934
RBM24,0.2689414322376251,0.0002412636240478,0.2687001686135773
LOC101928491,0.2689414322376251,0.2689414322376251,0.0
FAM8A1,0.2689414322376251,0.0002409091830486,0.26870052305457653
LOC105374952,0.2689414322376251,0.2689414322376251,0.0
NHLRC1,0.2689414322376251,0.0002422508405288,0.2686991813970963
TPMT,0.2689414322376251,0.0002396423078607,0.2687017899297644
DEK,0.2689414322376251,1.879874798760284e-05,0.2689226334896375
RNF144B,0.2689414322376251,0.0002342963998671,0.268707135837758
MIR548A1,0.2689414322376251,0.2689414322376251,0.0
LOC105374960,0.2689414322376251,0.2689414322376251,0.0
ID4,0.2689414322376251,0.0002307105460204,0.2687107216916047
SOX4,0.2689414322376251,2.2512809664476663e-05,0.26891891942796065
NBAT1,0.2689414322376251,0.2689414322376251,0.0
PRL,0.2689414322376251,0.0002424935082672,0.2686989387293579
HDGFL1,0.2689414322376251,0.0002413779584458,0.2687000542791793
NRSN1,0.2689414322376251,0.0002418013318674,0.2686996309057577
KAAG1,0.2689414322376251,0.0002434379566693,0.2686979942809558
MRS2,0.2689414322376251,0.0002362797386012,0.26870515249902394
GPLD1,0.2689414322376251,0.0002408685249974,0.26870056371262774
ACOT13,0.2689414322376251,0.0002550256322138,0.2686864066054113
C6orf62,0.2689414322376251,0.0002309533156221,0.268710478922003
TDP2,0.2689414322376251,0.0002347503177588,0.2687066819198663
GMNN,0.2689414322376251,0.0002363640087423,0.26870506822888285
C6orf229,0.2689414322376251,0.2689414322376251,0.0
CMAHP,0.2689414322376251,0.2689414322376251,0.0
LOC101928663,0.2689414322376251,0.2689414322376251,0.0
HIST1H2BA,0.2689414322376251,0.0002428954321658,0.2686985368054593
HIST1H2AA,0.2689414322376251,0.0002428986772429,0.2686985335603822
HIST1H2APS1,0.2689414322376251,0.2689414322376251,0.0
SLC17A4,0.2689414322376251,0.000241516783717,0.26869991545390814
SLC17A3,0.2689414322376251,0.0002423280093353,0.2686991042282898
SLC17A2,0.2689414322376251,0.0002425679558655,0.2686988642817596
TRIM38,0.2689414322376251,0.000241182904574,0.26870024933305114
HIST1H2AB,0.2689414322376251,0.2689414322376251,0.0
HIST1H1C,0.2689414322376251,2.3069364033290185e-05,0.26891836287359183
HIST1H1A,0.2689414322376251,0.0002412659232504,0.2687001663143747
HIST1H2BB,0.2689414322376251,0.0002407672582194,0.2687006649794057
HIST1H4A,0.2689414322376251,0.2689414322376251,0.0
HIST1H3B,0.2689414322376251,0.2689414322376251,0.0
HIST1H3A,0.2689414322376251,0.2689414322376251,0.0
HIST1H3C,0.2689414322376251,0.2689414322376251,0.0
HIST1H4B,0.2689414322376251,0.0002422864345135,0.2686991458031116
HIST1H2AD,0.2689414322376251,0.2689414322376251,0.0
HIST1H2BD,0.2689414322376251,0.2689414322376251,0.0
HIST1H2BE,0.2689414322376251,0.2689414322376251,0.0
HIST1H2BF,0.2689414322376251,0.2689414322376251,0.0
HIST1H2BC,0.2689414322376251,0.2689414322376251,0.0
HIST1H2AC,0.2689414322376251,0.0002414382906863,0.26869999394693883
HIST1H1E,0.2689414322376251,1.7024571207002737e-05,0.2689244076664181
HIST1H1T,0.2689414322376251,0.2689414322376251,0.0
HIST1H4C,0.2689414322376251,0.0002870335592888,0.26865439867833635
HIST1H4D,0.2689414322376251,0.2689414322376251,0.0
HFE,0.2689414322376251,0.0002417126088403,0.2686997196287848
HIST1H3D,0.2689414322376251,0.2689414322376251,0.0
HIST1H4E,0.2689414322376251,0.0002425728016532,0.26869885943597194
HIST1H2BG,0.2689414322376251,0.000290176627459,0.2686512556101661
HIST1H2BI,0.2689414322376251,0.2689414322376251,0.0
HIST1H2BH,0.2689414322376251,0.0002398665528744,0.26870156568475073
HIST1H1D,0.2689414322376251,0.0002415485650999,0.26869988367252523
HIST1H2AE,0.2689414322376251,0.0002387694694334,0.2687026627681917
HIST1H3F,0.2689414322376251,0.2689414322376251,0.0
HIST1H4F,0.2689414322376251,0.2689414322376251,0.0
HIST1H3G,0.2689414322376251,0.0002420132950646,0.2686994189425605
